Sr. No.,Work category,Work ID,State,IDA,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,Sanction Amount,clean_id,total_disbursed,expenditure_records,vendor_count,completed_disbursed,completion_date,completed,effective_disbursed,spending_percentage,recommendation_delay_days,completion_duration_days,cost_vs_category,cost_vs_state,amount_per_payment,description_clean,duplicate_description_count,max_vendor_project_count,status_text,incomplete,physical_inspection,partially_completed,anomaly,anomaly_score,AI Risk,AI Reasons
1251,Normal/Others,"WS/MP18173/2024-2025/137917-Construction of roads, link roads, pathways or any other road with or without drainage system",Tamil Nadu,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,Providing Cement Concrete Pavement at Kanagampattu Mettu Street at Madurai Perumpattur Panchayat,2024-09-05,2024-10-21,299814.0,Physical Inspection,299814.0,WS/MP18173/2024-2025/137917,0.0,0.0,0.0,299814.0,2026-04-02,1,299814.0,100.0,46.0,528.0,0.99938,0.33322996795673326,0.0,providing cement concrete pavement at kanagampattu mettu street at madurai perumpattur panchayat,1.0,0,physical inspection,0,1,0,1,0.14548669309821988,NORMAL,No major anomaly detected
2502,Normal/Others,WS/MP18391/2024-2025/140318-Creation of new ponds,Nagaland,Chumoukedima(Deputy Commissioner Chumoukedima_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of fishery pond,2024-09-11,2024-11-08,1000000.0,Physical Inspection,1000000.0,WS/MP18391/2024-2025/140318,0.0,0.0,0.0,1000000.0,2025-02-19,1,1000000.0,100.0,58.0,103.0,3.3333333333333335,2.0,0.0,construction of fishery pond,3.0,0,physical inspection,0,1,0,1,0.14551695061985398,NORMAL,Sanction amount is unusually high for this work category; Similar project description appears multiple times
3277,Normal/Others,"WS/MP18155/2024-2025/141718-Construction of roads, link roads, pathways or any other road with or without drainage system",Punjab,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),Construction of Streets & Drains,2024-09-19,2024-09-25,200000.0,Physical Inspection,200000.0,WS/MP18155/2024-2025/141718,0.0,0.0,0.0,200000.0,2025-03-20,1,200000.0,100.0,6.0,176.0,0.6666666666666666,0.86052965600327,0.0,construction of streets drains,14.0,0,physical inspection,0,1,0,1,0.1455626475062305,NORMAL,Similar project description appears multiple times
3723,Normal/Others,WS/MP716/2024-2025/142658-Construction of shelters for animals,Punjab,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,Construction of Shed in Gaushala,2024-09-23,2024-11-22,901450.0,Physical Inspection,901450.0,WS/MP716/2024-2025/142658,0.0,0.0,0.0,901450.0,2025-06-16,1,901450.0,100.0,60.0,206.0,3.0048333333333335,3.8786222920207387,0.0,construction of shed in gaushala,1.0,0,physical inspection,0,1,0,1,0.1455852308364572,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
5657,Normal/Others,WS/MP761/2024-2025/146611-Construction of common work sheds/ common covered sitting area,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Artisan Shed near Peddamma TEMPLE,2024-10-10,2024-10-24,300000.0,Physical Inspection,300000.0,WS/MP761/2024-2025/146611,0.0,0.0,0.0,298836.0,2024-10-24,1,298836.0,99.612,14.0,0.0,1.0,0.8111944838775096,0.0,construction of artisan shed near peddamma temple,1.0,0,physical inspection,0,1,0,1,0.14559779392057426,NORMAL,No major anomaly detected
3269,Normal/Others,"WS/MP18155/2024-2025/141710-Construction of roads, link roads, pathways or any other road with or without drainage system",Punjab,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),Construction of Streets,2024-09-19,2024-09-23,200000.0,Physical Inspection,200000.0,WS/MP18155/2024-2025/141710,0.0,0.0,0.0,200000.0,2026-01-03,1,200000.0,100.0,4.0,467.0,0.6666666666666666,0.86052965600327,0.0,construction of streets,1.0,0,physical inspection,0,1,0,1,0.14560153991155345,NORMAL,No major anomaly detected
4391,Normal/Others,"WS/MP681/2024-2025/144038-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,JALNA(DISTRICT COLLECTOR JALNA_IDA),Sanjay Haribhau Jadhav,PARBHANI,"construction of cc road at Shewga, tal.Partur.",2024-10-03,2025-01-03,1000000.0,Vendor Identification,1000000.0,WS/MP681/2024-2025/144038,0.0,0.0,0.0,0.0,,0,0.0,0.0,92.0,0.0,3.3333333333333335,1.0,0.0,construction of cc road at shewga talpartur,1.0,0,vendor identification,1,0,0,1,0.1456068669770224,NORMAL,Sanction amount is unusually high for this work category
4394,Normal/Others,"WS/MP681/2024-2025/144041-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,JALNA(DISTRICT COLLECTOR JALNA_IDA),Sanjay Haribhau Jadhav,PARBHANI,"construction of cc road at Bhagde sawargaon, tal.mantha.",2024-10-03,2025-01-03,1000000.0,Vendor Identification,1000000.0,WS/MP681/2024-2025/144041,0.0,0.0,0.0,0.0,,0,0.0,0.0,92.0,0.0,3.3333333333333335,1.0,0.0,construction of cc road at bhagde sawargaon talmantha,1.0,0,vendor identification,1,0,0,1,0.1456068669770224,NORMAL,Sanction amount is unusually high for this work category
3329,Normal/Others,WS/MP18158/2024-2025/141824-Construction of toilet blocks,Punjab,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,Construction of one toilet in Govt Middle School Fatehpur,2024-09-19,2025-01-17,80000.0,Physical Inspection,80000.0,WS/MP18158/2024-2025/141824,0.0,0.0,0.0,80000.0,2026-01-27,1,80000.0,100.0,120.0,375.0,0.26666666666666666,0.344211862401308,0.0,construction of one toilet in govt middle school fatehpur,1.0,0,physical inspection,0,1,0,1,0.1456104862713043,NORMAL,No major anomaly detected
2356,Normal/Others,"WS/MP18253/2024-2025/140047-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),BAPI HALDAR,MATHURAPUR(SC),CONSTRUCTION OC CC ROAD  FROM BAGARIYA  TO DAKSHIN BHANDARY CULVERT,2024-09-09,2024-11-19,998890.0,Physical Inspection,998890.0,WS/MP18253/2024-2025/140047,0.0,0.0,0.0,998890.0,2025-12-20,1,998890.0,100.0,71.0,396.0,3.3296333333333332,2.620561738208797,0.0,construction oc cc road from bagariya to dakshin bhandary culvert,1.0,0,physical inspection,0,1,0,1,0.14564823580078673,NORMAL,Sanction amount is unusually high for this work category
6200,Normal/Others,"WS/MP18245/2025-2026/147646-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),BAG MITALI,ARAMBAG(SC),CONSTRUCTION OF CYCLE STAND WITHIN SAORA UNION HIGH SCHOOL(H.S) AT KUMURSHA GP UNDER GOGHAT-I DEV. BLOCK,2024-10-29,2025-06-11,498355.0,Physical Inspection,498355.0,WS/MP18245/2025-2026/147646,0.0,0.0,0.0,0.0,,0,0.0,0.0,225.0,0.0,1.6611833333333332,1.3074212826688074,0.0,construction of cycle stand within saora union high schoolhs at kumursha gp under goghati dev block,1.0,0,physical inspection,1,1,0,1,0.14571990408999608,NORMAL,Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
3618,Normal/Others,"WS/MP18176/2024-2025/142538-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",Tamil Nadu,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),SACHITHANANTHAM R,DINDIGUL,"Keeranur - Ward No: 15, Madhurai veeran kovil Street Ration Shop BUILDING",2024-09-24,2025-03-12,1000000.0,Work Completed,1000000.0,WS/MP18176/2024-2025/142538,0.0,0.0,0.0,0.0,,0,0.0,0.0,169.0,0.0,3.3333333333333335,1.1114556623664447,0.0,keeranur ward no 15 madhurai veeran kovil street ration shop building,1.0,0,work completed,1,0,0,1,0.1457586360687635,NORMAL,Sanction amount is unusually high for this work category
1741,Normal/Others,WS/MP673/2024-2025/139034-Construction of bus-sheds or bus-stops,Maharashtra,Dharashiv(DISTRICT COLLECTOR OSMANABAD_IDA),Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,Construction of bus shed opposite Janseva School.,2024-09-05,2025-03-03,300000.0,Physical Inspection,300000.0,WS/MP673/2024-2025/139034,0.0,0.0,0.0,300000.0,2025-03-11,1,300000.0,100.0,179.0,8.0,1.0,0.3,0.0,construction of bus shed opposite janseva school,1.0,0,physical inspection,0,1,0,1,0.1458058914495169,NORMAL,No major anomaly detected
6701,Normal/Others,WS/MP18133/2025-2026/148508-Construction of community centers and community halls,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Repair/Construction of Community hall adjacent to Biroba Mandir at Vathar,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148508,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,repairconstruction of community hall adjacent to biroba mandir at vathar,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6661,Normal/Others,WS/MP18133/2025-2026/148459-Construction of community centers and community halls,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of Community hall in front of open space opposite Gram Panchyat,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148459,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,construction of community hall in front of open space opposite gram panchyat,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6655,Normal/Others,"WS/MP18133/2025-2026/148452-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of concrete road from Pimpaleshwar Mandir to house of Datta Chikane and Vasant Chikane Ho0use and closed drainage,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148452,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,construction of concrete road from pimpaleshwar mandir to house of datta chikane and vasant chikane ho0use and closed drainage,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6702,Normal/Others,WS/MP18133/2025-2026/148509-Construction of community centers and community halls,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of Community hall adjacent to Vitthal Rukmini Mandir,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148509,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,construction of community hall adjacent to vitthal rukmini mandir,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6657,Normal/Others,"WS/MP18133/2025-2026/148454-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of concrete road from house of Suresh Bhiku Pharande to Vishwas Ramchandra Pharande property  in Anewadi,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148454,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,construction of concrete road from house of suresh bhiku pharande to vishwas ramchandra pharande property in anewadi,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6704,Normal/Others,WS/MP18133/2025-2026/148511-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Creation of Crematorium shed and cremation Dahini,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148511,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,creation of crematorium shed and cremation dahini,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6703,Normal/Others,WS/MP18133/2025-2026/148510-Construction of additional rooms and halls in the existing public and community building,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Extension and beautification of Grampanchyat Office at Govare,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148510,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,extension and beautification of grampanchyat office at govare,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6654,Normal/Others,WS/MP18133/2025-2026/148451-Construction of community centers and community halls,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of Community hall adjacent to Hanuman Mandir,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148451,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,construction of community hall adjacent to hanuman mandir,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6675,Normal/Others,WS/MP18133/2025-2026/148476-Construction of community centers and community halls,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of Community Centre adjacent to Narsinha Mandir.,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148476,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,construction of community centre adjacent to narsinha mandir,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6662,Normal/Others,WS/MP18133/2025-2026/148462-Construction of community centers and community halls,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of Community hall in front of open space near Sant Goroba Mandir at Jihe,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148462,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,construction of community hall in front of open space near sant goroba mandir at jihe,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6739,Normal/Others,WS/MP18133/2025-2026/148557-Construction of community centers and community halls,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of community hall at Sakhari,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148557,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,construction of community hall at sakhari,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6706,Normal/Others,WS/MP18133/2025-2026/148513-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Creation of Crematiorium and Smashanbhumi Dahini at Malkhed,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148513,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,creation of crematiorium and smashanbhumi dahini at malkhed,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6747,Normal/Others,"WS/MP18133/2025-2026/148565-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,creation of tar road from Residence of Popat Appa to Chilai Devi Road,2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148565,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,creation of tar road from residence of popat appa to chilai devi road,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6740,Normal/Others,"WS/MP18133/2025-2026/148558-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Creation of Concrete road at Vaichalwadi (Gudhe),2025-01-02,2025-04-22,1000000.0,Sanction,1000000.0,WS/MP18133/2025-2026/148558,0.0,0.0,0.0,0.0,,0,0.0,0.0,110.0,0.0,3.3333333333333335,1.0,0.0,creation of concrete road at vaichalwadi gudhe,1.0,0,sanction,1,0,0,1,0.1458480404870789,NORMAL,Sanction amount is unusually high for this work category
6406,Normal/Others,WS/MP18394/2024-2025/148082-Construction of water tanks,Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),V S Matheswaran,NAMAKKAL,Construction of water Tank in Arul nager Kuppichipalayam,2024-10-17,2024-10-24,1085000.0,Physical Inspection,1085000.0,WS/MP18394/2024-2025/148082,0.0,0.0,0.0,1085000.0,2025-05-13,1,1085000.0,100.0,7.0,201.0,3.6166666666666667,1.2059293936675926,0.0,construction of water tank in arul nager kuppichipalayam,1.0,0,physical inspection,0,1,0,1,0.14588015829841766,NORMAL,Sanction amount is unusually high for this work category
2494,Normal/Others,WS/MP18391/2024-2025/140301-Providing drains and gutters for public drainage,Nagaland,PEREN(Deputy Commissioner Peren_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of drainage,2024-09-11,2024-11-27,150000.0,Physical Inspection,150000.0,WS/MP18391/2024-2025/140301,0.0,0.0,0.0,150000.0,2026-01-12,1,150000.0,100.0,77.0,411.0,0.5,0.3,0.0,construction of drainage,7.0,0,physical inspection,0,1,0,1,0.14592424698923961,NORMAL,Similar project description appears multiple times
2918,Normal/Others,WS/MP829/2024-2025/141022-Installing tube-wells and borewells,West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Smt Sajda Ahmed,ULUBERIA,Sinking of Tube well at Uttar Malancha Beria near the house of Bhupal Mandal,2024-09-15,2025-02-07,129870.0,Physical Inspection,129870.0,WS/MP829/2024-2025/141022,0.0,0.0,0.0,0.0,,0,0.0,0.0,145.0,0.0,0.4329,0.34071054164239956,0.0,sinking of tube well at uttar malancha beria near the house of bhupal mandal,1.0,0,physical inspection,1,1,0,1,0.14593952103120483,NORMAL,Physical inspection status with incomplete project
519,Normal/Others,WS/MP526/2024-2025/135772-Construction of community centers and community halls,Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,"Completion of Incomplete community Hall in 4th ward in Vempalli (V &M), YSR District.",2024-08-20,2025-01-08,980399.0,Physical Inspection,980399.0,WS/MP526/2024-2025/135772,0.0,0.0,0.0,980399.0,2025-05-11,1,980399.0,100.0,141.0,123.0,3.267996666666667,2.22377747685831,0.0,completion of incomplete community hall in 4th ward in vempalli v m ysr district,1.0,0,physical inspection,0,1,0,1,0.14594331440380037,NORMAL,Sanction amount is unusually high for this work category
3773,Trust and Society,WS/MP18199/2024-2025/142779-Construction of rooms and halls in school and colleges,Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),LALJI VERMA,AMBEDKAR NAGAR,RAM CHARAN RAM AWADH SMARAK INTER COLLEGE BHIKHUPUR AKBARPUR AMBEDKAR NAGAR,2024-09-23,2025-03-22,500000.0,Physical Inspection,500000.0,WS/MP18199/2024-2025/142779,0.0,0.0,0.0,500000.0,2025-10-10,1,500000.0,100.0,180.0,202.0,1.0,2.116545459163372,0.0,ram charan ram awadh smarak inter college bhikhupur akbarpur ambedkar nagar,1.0,0,physical inspection,0,1,0,1,0.14603255177100471,NORMAL,No major anomaly detected
3513,Normal/Others,"WS/MP632/2024-2025/142374-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Anto Antony,PATHANAMTHITTA,Concreting of Asramam – Mulackal Road.,2024-09-24,2025-03-12,409488.0,Physical Inspection,409488.0,WS/MP632/2024-2025/142374,0.0,0.0,0.0,0.0,,0,0.0,0.0,169.0,0.0,1.36496,1.8627400139197838,0.0,concreting of asramam mulackal road,1.0,0,physical inspection,1,1,0,1,0.14606505536933745,NORMAL,Physical inspection status with incomplete project
6205,Normal/Others,"WS/MP18048/2024-2025/147651-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),MAHESH KASHYAP,BASTAR(ST),chhatodi mukhy marg se awas plot gina ghar tak 300 metre c.c.road nirman karya,2024-10-16,2025-01-14,900000.0,Vendor Identification,900000.0,WS/MP18048/2024-2025/147651,0.0,0.0,0.0,0.0,,0,0.0,0.0,90.0,0.0,3.0,1.8,0.0,chhatodi mukhy marg se awas plot gina ghar tak 300 metre ccroad nirman karya,1.0,0,vendor identification,1,0,0,1,0.14609255204180782,NORMAL,Sanction amount is unusually high for this work category
5025,Normal/Others,WS/MP582/2024-2025/145285-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Gujarat,SURAT(DISTRICT COLLECTOR SURAT_IDA),Prabhubhai Nagarbhai Vasava,BARDOLI(ST),"Construction of Shed at Hindu Cemetery at Laskana Village, Taluka Kamrej, District Surat",2024-10-03,2025-02-04,490000.0,Physical Inspection,490000.0,WS/MP582/2024-2025/145285,0.0,0.0,0.0,0.0,,0,0.0,0.0,124.0,0.0,1.6333333333333333,1.96,0.0,construction of shed at hindu cemetery at laskana village taluka kamrej district surat,1.0,0,physical inspection,1,1,0,1,0.1461409690250129,NORMAL,Physical inspection status with incomplete project
3064,Normal/Others,WS/MP745/2024-2025/141294-Lighting of public spaces,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,"ward no 8th, kanga nagar, nall road near at tiruppur corpration",2024-09-16,2025-03-19,530014.0,Physical Inspection,530014.0,WS/MP745/2024-2025/141294,0.0,0.0,0.0,530014.0,2025-03-20,1,530014.0,100.0,184.0,1.0,1.7667133333333334,0.5890870614334889,0.0,ward no 8th kanga nagar nall road near at tiruppur corpration,1.0,0,physical inspection,0,1,0,1,0.14618163893341685,NORMAL,Unusually long recommendation-to-sanction delay
5007,Normal/Others,"WS/MP681/2024-2025/145252-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,Construction of CC Road at Balsa tal.Purna.,2024-10-03,2025-01-15,999154.0,Sanction,999154.0,WS/MP681/2024-2025/145252,0.0,0.0,0.0,0.0,,0,0.0,0.0,104.0,0.0,3.330513333333333,0.999154,0.0,construction of cc road at balsa talpurna,1.0,0,sanction,1,0,0,1,0.14618763455474043,NORMAL,Sanction amount is unusually high for this work category
3252,Normal/Others,"WS/MP18257/2024-2025/141688-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ABHIJIT GANGOPADHYAY,TAMLUK,"Construction of a concrete road near Sitala Mandir at Uttar Bhekutia, J.L. No. 170, Plot No. 199 to 120 under Bhekutia G.P.",2024-09-24,2025-02-11,100000.0,Physical Inspection,100000.0,WS/MP18257/2024-2025/141688,0.0,0.0,0.0,100000.0,2025-08-12,1,100000.0,100.0,140.0,182.0,0.3333333333333333,0.26234737941202707,0.0,construction of a concrete road near sitala mandir at uttar bhekutia jl no 170 plot no 199 to 120 under bhekutia gp,1.0,0,physical inspection,0,1,0,1,0.14621645444671777,NORMAL,No major anomaly detected
1450,Normal/Others,WS/MP18328/2024-2025/138238-Development of playground,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,MANDI,"Development of playground C/o Playground Lachar in village Shaleen, Gram Panchayat Shaleen, Tehsil Manali, District Kullu, HP, Work Execute By- BDO Naggar(Manali), Eastimate attached",2024-09-02,2024-10-26,463740.0,Physical Inspection,463740.0,WS/MP18328/2024-2025/138238,0.0,0.0,0.0,0.0,,0,0.0,0.0,54.0,0.0,1.5458,1.5458,0.0,development of playground co playground lachar in village shaleen gram panchayat shaleen tehsil manali district kullu hp work execute by bdo naggarmanali eastimate attached,1.0,0,physical inspection,1,1,0,1,0.14622086750385044,NORMAL,Physical inspection status with incomplete project
4866,Normal/Others,"WS/MP499/2025-2026/144953-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Smt Satabdi Roy (Banerjee),BIRBHUM,"Construction of P.C.C road at Vill- karamchi, Jahangir sk house to Mirajul house, Dag - 80- 81,J.L  -147, G.P  -Kushmor - II, Murarai - II,",2024-10-01,2025-05-13,474443.0,Physical Inspection,474443.0,WS/MP499/2025-2026/144953,0.0,0.0,0.0,0.0,,0,0.0,0.0,224.0,0.0,1.5814766666666666,1.2446887773038036,0.0,construction of pcc road at vill karamchi jahangir sk house to mirajul house dag 80 81jl 147 gp kushmor ii murarai ii,1.0,0,physical inspection,1,1,0,1,0.14622388676039272,NORMAL,Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
6112,Normal/Others,WS/MP812/2025-2026/147504-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP BARWA BAWAN BLOCK MOTICHAK ME SHIV MANDIR KE PAS HIGH MAST KI STHAPANA,2024-10-15,2025-07-24,236234.0,Physical Inspection,236234.0,WS/MP812/2025-2026/147504,0.0,0.0,0.0,0.0,,0,0.0,0.0,282.0,0.0,0.7874466666666666,1.0,0.0,gp barwa bawan block motichak me shiv mandir ke pas high mast ki sthapana,1.0,0,physical inspection,1,1,0,1,0.1462392791453817,NORMAL,Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
